,review,yuyong
39,차라리 향이 없어서 더 믿을만하고 쓸만한 것 같아요. 용량도 대용량이라 닦아낼때도 솜에 많이 적셔서 닦아내서 쓰고있는데 자극없고 좋은 것 같아요,0.0033
40,무난하니 가장 쓰기 좋아요 너무 물도 아니고 약간의 점상이 있는 스타일입니다 닦토든 7스킨이든 좋아요,0.0031
41,순한 느낌이 가장 좋았구요- 겨울이라 바르는 형식으로 사용했지만 여름에는 닦는 형식으로도 사용할 수 있을 것 같아요!,0.0044
42,자극 없이 매일 쓰는 토너로 너무 좋고 대용량인것도 좋아요. 피부결 정돈하는데 좋아서 떨어지면 자주 구매합니다,0.0031
43,지금 3통째 사용해 봤는데 자극 없고 무향토너 사용하시는분들에게만 추천드려요! 자극이 없는데 자극없는거 빼고는 딱히 좋은점을 모르겠어요,0.0048
44,무난무난하게 자극도 없고 토너니까 큰 효과는 안 바라고 정말 무난! 해서 잘 쓰고있어요 두번째 구매입니당,0.0043
45,세안하고 피부닦는데 토너쓰는데 독도토너는 명성은 알고있었지만 정말 기대를 저버리지않네요!! 피부도 예민한데 쓰기전보다 훨씬 깨끗하고 좋아진것같아 정착각입니다!ㅎㅎ,0.007
46,"저자극 스킨입니다
 닥터지를다쓰고 순한걸찾다가 독도토너를 찾았는데 
 정말 저자극스킨이에요~ 
 강추입니다!!!!",0.0038
47,"건성입니다.
 순해서 쓰기는 하지만 저는 다른 앰플들을 섞어서 사용중이에요
 닦토로 사용하기 딱입니다!",0.0052
48,다들 순하다고 하길래 사봤는데 진짜 순한 거 같아요! 자극이 없어서 복합성이나 지성피부에 좋은 거 같습니다 ∩^ω^∩,0.0039
49,"정말 자극이 하나도 없고 향도 없어서 좋아요
 가격대가 좀 있은 편이지만 세일할 때 쟁여놓습니다",0.0033
50,"진짜 무난함 끝판왕! 가성비도 좋아서 아끼지 않고 팍팍쓰기에 좋다..
 고 생각했는데 요즘은 세일을 안 하네요
 세일 많이많이 해주세요 엉어어 ㅠㅠㅠ",0.0044
51,대용량이라 닦토로 쓰기에 적합해요 성분도 순해서 피부타입 가리지 않고 문제없이 사용 가능 할 것 같아요 재구매의사 있습니다,0.0043
52,독도토너를 처음 써봐서 좋은지 몰랐는데 다른토너 써보고 난뒤에는 독도토너가 피부결정돈에 좋더라고요 한번써보세요,0.0044
53,사용하는데 아무느낌이 없어요 그냥 조금 더 늦게 마르는 물 같아요 어차피 닦토로 사용하려고 구매한거라 사용 하고있어요.,0.0035
54,문제없고 무난하니 기본은 합니다. 민감해서 아무거나 못바르는데 지겨워서 그렇지 꾸준히 쓰고 있습니다.,0.0037
55,리뷰보고 산거라 좀 걱정했는데 제가 올영에서 산것중에 제일 만족하는 제품이에요! 써보고 주변에 적극 추천했는데 알고보니 제가 가장 늦게 샀었네요;;,0.0043
56,"자극 하나도 없이 촉촉하게 피부에 잘 스며들고 , 일단 대용량이라 마음에 듭니다!!! 가성비 제대로인 스킨이에요",0.0043
57,피부의 상태에 따라 닦토로도 흡토로도 너무 잘쓰고 있어요. 성분도 깔끔하고 피부에 부담이 가지않는 제품이라 너무좋아요.,0.0036
58,"전에 쓰던 토너도 물 같은 순한 제형이었는데 독도 토너가 훨씬 촉촉하고 보습감이 느껴져서 좋아요
 정착할 것 같아요",0.0046
59,"속건조 있는 지성이 부담 없이 쓰기 좋아요.
 이즈앤트리는 아무리 발라도 건조했는데, 독도토너는 닥토면서 촉촉하게 흡수되요. 수분이 차오릅니다.
 스킨 유목민은 여기로 정착하세요!",0.9042
60,건성이구 민감성피부인데 정말 보습이 잘되구 토너뭐 쓸지 고민했는데 자주이용할게여 좋은제품 감사해여,0.737
61,계절이 바뀌면서 건조해지고 각질이 생겼는데 독도토너로 바꾸고나서 피부가 너무 매끈해져서 너무너무 만족합니다,0.0038
62,일단 용량이 엄청나서 듬뿍듬뿍 쓰기에 좋습니다. 자극없이 순하고 향도 마음에 듭니다 잘 쓰고 이썽요,0.0043
63,"피부 예민한데 이건 순하고 촉촉해서 좋아요 진정되요
 토너는 이것만 써요!! 확실히 닦토할때 안할때 피부 달라요",0.0033
64,"독도토너로 바꾼후 쭉 독도토너만 사용중이에요
 순하고 자극적이지 않아서 좋습니다
 여드름 피부에 건조하기까지해서 토너여러가지쓰다가 독도토너에 정착했습니다",0.004
65,순해서 좋아요 독도토너만 3통째 사용중입니다 항상 구입하는거예요,0.0035
66,대용량에 가격대비 아주 좋아요 세안하고 닦는 용도로 굿! 재구매할거예요,0.0038
67,"제가 사고서, 엄마꺼도 하나 더 구매 했어요.",0.0026
68,떨어지기 전에 계속 사두는 토너에요! 건조하고 예민한 피부에 좋아요,0.0044
69,건조하고 예민한 피부인데 이 토너 쓰고 많이 좋아졌어요!,0.0036
70,쓰고나서 엄청난 개선은 없지만 그렇다고 트러블이 나지도 않아서 무난하게 쓸 수있어요,0.0045
71,건성에게 안좋다고하네요 유분기 피부에 좋대요 전 쓰다가 말았어요,0.0048
72,자극이 없어 항상 이것만 씁니다 토너 유목민이었는데 정착했어용!,0.0042
73,냄새도 안나고 자극도 적은거같아요 넘 좋네용!,0.0035
74,"향이없어서 좋아요,
 촉촉하고 순해서 자극이 덜 해요",0.003
75,쓰다 좋아서 추천해줘서 동생선물로 사줬어요ㅎㅎ,0.003
76,무향에 제품도 순한 거 같아서 닦토로 무난하게 사용하고 있어요.,0.0045
77,리뷰가 좋아서 사봤는데 일단 대용량이라 좋고 물 같은 제형이어서 닦아내는 용으로 좋아요,0.0039
78,용량도 커서 쓰기 좋아요 흡수도 잘 되고 좋아요,0.0031
79,전역하고나서 이걸 알게된 이후로 다른거 안쓰고 독도스킨만 쓰네요 순하고 좋아요,0.0035
80,독도토너 자주 많이 사용합니다. 순하고 좋아요,0.0054
81,"무난템이에요 피부 편안하고 좋아요 
 어차피 자주 사야해서 용량 큰거 살수록 좋음",0.0038
82,가격도 저렴하고 용량도 많아서 토너용도로 딱인대 효과도 좋은것 같아요 ㅎㅎ,0.0029
83,자극이 없고 순해서 막 쓰기 좋은 거 같아요 닦토로도 쓰고 스킨팩으로도 씁니다,0.0037
84,그냥 막 쓰기 좋은 제품 같아요.. 욕실에 두고 사용중,0.0031
85,이거 몇통째 쓰는지 모르겠어요! 순하고 자극없이 좋아요!!,0.0039
86,가볍게쓰기 좋고 용량도크고 증정토너도 같이와서좋네여~,0.0037
87,가볍고 좋네요 용량도 많아서 가성비 좋다고 생각합니다,0.0047
88,무난하게 쓰기 좋아요~ 자극도 없구요 진정시킬 때 자주 사용하고 있오요~,0.0044
89,"무난무난 하고 
 무엇보다 자극이 없어요
 건성분들에게는 살짝 건조할수도 있을거 같아요",0.0032
90,저번에 구매해보고 이번에500짜리로 재구매합니다,0.0027
91,엄마가 대용량스킨을 찾길래 사드렸어요 순하고좋으시대요,0.0037
92,믿고 씁니다 이거사고 더큰거 할인하던데 그거 살껄 그랫나보ㅏ용,0.0043
93,순해서 좋아요 앞으로 이 토너 계속 사용할거같아요,0.0041
94,"양이 진짜 많아요
 성능은 대단한건 아니지만 무난쓰",0.0041
95,유명하길래 사봤어요 ㅎ 순하고 좋은거같아요 만족~,0.0044
96,그냥 순하고 트러블피부엔 막 좋진 않은것같아요,0.0035
97,"자극없이 순하고, 무난하게 세안후에 닦아내기 좋아요",0.0036
98,"엄청 순합니다! 순해서 자주 쓰고 있어요~
 좋아요",0.0033
99,닥토로 유명한 토너라 샀는데 확실히 순하고 좋아요,0.0032
100,진짜 순해요 저는 닥토용으로 구매했는데 가성비좋네요,0.0036
101,건성 피부에 닦토겸 해서 사용중인데 용량도 많다보니 부담없이 사용이 가능해요!!,0.0042
102,지금 쓰고 있는 제품이 있어 아직 사용하지 않아서 모르겠네요ㅎㅎ,0.0038
103,좋습니다 다음에도 구매할게요 써본것 중에 최고로 좋은거 같아요,0.0046
104,닥토로 진짜 최고인거 같아요 가성비도 좋고 ㅎㅎ,0.004
105,두번째 구매 . 순해서 만족. 용량 많이서 만족,0.0029
106,군대에서 그냥 기본응템으로 사용햇는데 되게 순하게 조아요 !,0.0045
107,순해서 독도 시리즈만 쓰는것같아요 다음엔 클렌징도 구매해보려구요ㅎㅎ,0.0041
108,독도토너 세안후 피부결 정돈으로 닦아내기 좋아요~,0.0038
109,복합성피부인데 스킨팩하려고 하나 더샀어요! 펑펑쓰기 좋은듯!,0.0037
110,큰옹량이라 좋고 순해서 두번좋소 피부결정돈하기에 딱인 제품같아요,0.0038
111,닦토하면 하루종일 피곤햇던 피부가 진정되는느낌이에요 좋아요,0.0032
112,화해에서 젤인기인토너 딱 깔끔하게쓰기조아옹.!,0.0035
113,무난하게 사용하기에 좋은 제품인 것 같습니다. 부담없이 사용하기에 딱 좋네요!,0.004
114,세일하면 항상 대용량으로 사요! 주로 닥토로 쓰고 피부 예민한날에는 물토로도 씁니다!,0.0052
115,순하고 닦토로 사용하고있어요! 여기 브랜드는 순해서 정말 좋아요,0.0032
116,순하고 좋아서 몇통째쓰고있어요 추천 추천합니다,0.0035
117,"무난하게 잘 쓰고 있습니다
 화장솜에 묻혀서 진정팩으로 사용하기 좋습니다",0.0043
118,닦토 사려고 보던 중 피부 각질제거 하는 데 제일 좋은 것 같아서 재구매했어요,0.0044
119,순하고 자극적이지 않아요 물토너라 닦아내기도 쉬운 편입니다!,0.0044
120,피부가 민감한 편인데 순하고 촉촉해서 재구매합니다~,0.0036
121,엄청나게 뭔가좋은건아닌데 그냥 순하고 닦토로 쓰기좋은것같아욤,0.0038
122,씻구나와서 항상 사용하는데 피부에 딱 맞는거 같아요,0.0039
123,닦토하기에 좋았고 민감하지않은 토너라서 좋았어요~,0.0037
124,소문듣고 사봤어요 쓸만한거같아요 스킨으로 먼가 드라마틱한걸 기대하는게 이상한거죠,0.0044
125,너무너무 좋아요 근데 많이쓰게돼서 금방 사야돼요ㅋㅋ,0.0035
126,대용량에 100ml더받아서 오래오래쓸거 같아요.기초 세안이랑 로션까지 다독도!,0.0045
127,순해서 큰 단점 없이 무난하게 잘 쓰고 있습니다,0.003
128,딸이 여드름때문에 샀는데 진정되고.보습도잘되고 좋대요,0.0032
129,결개선에 매우 좋습니다 챱챱 버르기 좋습니다 만족해요,0.0043
130,콧물제형이긴 보단 물같은 제형인데도 불구하고 보습이 좋았어요,0.0048
131,닦아내는 용도로 사용중인데ᆢ 개운하고 향도 진하지않아 좋아요,0.0042
132,늘 사용하는 제품이에요 자극없이 순하네요,0.0041
133,"부담없는 가격에 부담없이 사용하니
 정말 좋아요~
 추천드립니다~^^",0.0034
134,"대용량이고 자극이 없어서 좋은것 같아요
 세일한다면 또 사고싶어요",0.0048
135,"닦토로 쓰고 있습니다 
 닦토로 쓰기 좋아요 ^^",0.0034
136,"대용량이라 팍팍써도 잘 안줄어드네요 
 순해서 이것만 써요",0.0031
137,순해서 좋아요 화장솜에 적실째 너무 많이 나와서 그게 좀 아쉽네요,0.0036
138,세일 할 때마다 쟁여두고 쓰는 제품. 무난하니 좋아요.,0.0033
139,완전 순하기로 좋은 아이템이라해서 구입했어요 ! 잘 써볼께요 !,0.0036
140,자극도 없고 성분도 괜찮은데 제피부에는 안맞는것같아요...,0.0039
141,늘 사용하던 거에요~ 독도토너는 할인을 잘안하네요 ㅠ,0.0041
142,대한민국 사람이라면 독도의 기운이 도울겁니다.,0.0039
143,타사제품 써봤지만 올리브영에서 산제품이 제일좋다,0.0032
144,물 같은 느낌이 강해요 보습이 안되는 느낌. 지성분들에게 잘 맞을듯요,0.0042
145,닦토용도로 좋아요 아침저녁으로 닦토 막쓰기 좋음,0.0045
146,효과는 눈에 띄게 보이는건 아니지만 순하고 자극 없이 정말 기초적으로 쓰기 좋은 제품인것 같아요!,0.0033
147,"일주일 꾸준히 사용했는데 너무 촉촉하고 좋습니다. 피부 속부터 촉촉해지고 되게 기초가 든든해지는 느낌이에요! 환절기에 건조한데도 속당김, 들뜸 없습니당!!",0.0036
148,제 인생토너에요ㅠㅠ 복합성 피부인데 처음에는 여드름이 급올라왔을때 구매한거라 효과를 잘 보지 못했는데 오래 사용하다보니 피부가 안정되는게 느껴졌어요 계속 사용할 예정입니다,0.0031
149,"유명템이라 써봤는데 촉촉하고 진정되는 느낌이 있어서 좋네요
 세일때 대용량 사서 너무 만적합니다",0.0051
150,"저는 냉장고에 넣고 세안 후 2개의 솜에 적당량을덜어 팩하듯 1분정도 올려놓은 다음 로션바르구 화장하면 정말 잘먹더라구요
 이방법 진짜 추천드려요",0.0035
151,"건성 악건성인데 가성비 좋게 쓱쓱
 쓸수있는 물토너 원했는데 너무 조아요 순하고, 보습도 좋고 안끈적이거 앞으로 이거에 정착할거에요",0.0032
152,항상 잘맞는 스킨을 써도 2년을 넘게 못 쓰고 탈나는데 이 제품은 3년째 너무 만족해하며 쓰고 있어요. 무형이라 더 순한 느낌이 나네요. 민감한 피부에 찰떡!,0.0061
153,완전 물처럼 흐르는 제형이고 완전 촉촉은 아니지만 어느정도 촉촉해지기는 해요. 그냥 딱히 어떤 효과를 바라지 않는 분들에게만 추천이용,0.0035
154,미쳤어요 완전 좋아요 양도 너무 많아서 가성비 굳굳 ㅎㅎ 향은 그냥 그래요 저는 스킨 용도로 썻답니다 제형은 그냥 물 ! 이거 바르고 화장하면 화장 진짜 잘먹어요 !추천!!,0.0055
155,원래썼던 제품이었는데 좋아서 재구매했어요! 닦토하기에 아주 좋은것같아용 가끔 스킨팩할때도 씁니당,0.0045
156,양이 진짜 많고 크기가 커요! 사용감은 무난하고 전에 쓰던 토너가 제 피부에는 더 맞았어서 한번 써본걸로 만족합니다. ㅎㅎㅎ,0.0042
157,"피부가 민감한 편인데 잘맞는거 봐서 순한거 같아요
 200ml 다 써가서 500ml 또 구입했어요~",0.0033
158,주변에서 쓰길래 추천 받아서 썼는데 아직 많이 써보진 않았지만 민감성 피부인 저한텐 괜찮아요!,0.0039
159,"순해요
 순한게 장점이고 이게 끝..인 것 같아요ㅋㅋㅋ
 다른 기능은 일도 없고 그냥 순-해요
 스킨팩하기 좋은 것 같아요",0.0034
160,닦아내는 용으로 좋은 것 같아요. 완전 물 같은 제형이고 확실히 피부에 자극없이 순한 것 같긴해요.,0.0052
161,자극없이 순한 부분이 가장 큰 부분 일 것 같아요 저는 닦토로 사용했습니다. 향은 무향입니다,0.0046
162,"독도토너 유명해서 써보고 싶었는데 드디어 써보네요~
 건성인데 아주 잘 쓰고 있어요 자극도 없고 순해요",0.0028
163,독도 토너라고 많이 들어봐서 처음 구매해봤는데 자극 없이 순하고 용량도 커서 가성비가 좋은 제품인 것 같네요. 재구매 의사있습니다.,0.0041
164,좋다고 얘기들어서 처음 구입해서 써보는데 향도 없고 순한것 같아요,0.0032
165,"추천받아쓰는제품인데
 쓰기편하고좋은거같아요^^ㅎㅎ",0.0038
166,맑고 좋아요~ 스킨팩으로 사용해도 좋아요~ 대용량오 나와서 더 좋네요,0.004
167,대용량이라 화장솜에 듬뿍 적셔서 팩으로도 사용하는데 끈적임도 없고 산뜻해서 좋네요,0.0037
168,피부결이 정돈되는 느낌이라서 좋아요 첫 토너였는데 만족합니다 역시 믿고보는 독토예요,0.0035
169,"괜찮은것같아요 
 특별한 트러블도 안나고 자극이 없는 것 같아요 
 순해서 쓰기 좋아요",0.003
170,스프레이에 담아서 뿌리는 식으로 쓰고 있는데 진짜 순해요 왕왕!,0.0032
171,다 좋은것 같다 가격에 비해도 괜찮은것 같다 왜 독도 토너가 좋은지 알 것 같다,0.0042
172,순하고 무난하게 쓰기 좋아용ㅎㅎ 피부결 닦아낼때!!,0.0031
173,순해서 잘 사용하고 있어요. 화해에 순위에 왜 들어갔는지 알 수 있었네요,0.004
174,"독도쓰다 지겨워서 다른걸로 갈아탔다가 
 다시 돌아왔어요 ㅎㅎ 독도만한게 없네오",0.0033
175,기능도 없지만 자극 없고 무난해요 트러블 없이 닥토하기 좋아요,0.0044
176,"약산성 토너로 아주 만족스럽습니다.
 꾸준히 쓰면 좋을 것 같습니다.",0.0034
177,순해서 너무 좋아요 담에 또 살게요 !!!! ㅎㅎㅎㅎㅎㅎ,0.0038
178,순한 토너라는 느낌이 듭니다. 고보습 보다는 전반적인 순한 느낌이 좋았어요,0.004
179,"만족합니다!!!
 3번째 쓰고 있는데 너무 좋아요!",0.0038
180,자극은 없고 약간 자극없이 무난하게 쓰기 좋은 제품인 것 같아요,0.0032
181,독도토너 진짜 무난해요. 만족해서 독도라인 또 구입했네요,0.0024
182,자기 피부타입을 몰라도 모든피부에 자극 없이 발려서 걱정없이 쓸 수 있는 것이 좋아요.,0.0032
183,유명한만큼 자극없이 순해서 좋은 것 같아요~ 팩도 한 번 써봐야겠어요,0.0043
184,오너너저오댜됴저너노너냐너너녇ㅎ도더댜여오터엳ㅜ어어우어너나저저앙ㅇ,0.0052
185,3통째 쓰고있어요 자극없고 순해서 부담없이 쓰고있습니당,0.0031
186,토너가 순하고 자극이 없어서 편하게 쓰기 좋아요 다음에도 재구매하려합니다,0.0034
187,"건조하지도 않고 촉촉합니다.
 남친도 샀어요 재구매 또 할거임",0.0037
188,"베스트상품.
 베스트셀링.
 아주만족합니다.
 상푸",0.0031
189,"자극없이 순한 제품
 3통째 구매중 가성비에도 너무 좋아요",0.0036
190,"대용량이라 맘이 듭니다
 제품도 순하고 좋아요
 봉하요",0.0037
191,큰 장점도 단점도 없는제품. 발랐을때 트러블 나지 않아서 무난하게 좋아요,0.0044
192,"너무 순해서 걱정없이 잘 사용하고 있어요
 완전 건조한 피부인데도 잘 맞아요!",0.0033
193,스킨팩할때 막쓰는용으로 좋아요 화장하기전에 10분정돤 스킨팩해주면 화장 진짜 미친듯이 잘먹어여,0.0047
194,닦토의 매력을 알게 해준 토너! 작은 거 썼다가 좋아서 큰 대용량으로 샀는데 자극없이 순하게 쓰고 있어요!,0.005
195,"작은사이즈 써보고 너무좋아서 큰용량으로 주문했어요
 몸에도 솜에 적셔 붙어주니 진정되고 좋았어요",0.0039
196,아이가잘쓰는로션순해서좋다고하네요 매번사용합니다,0.0041
197,자극없이 순하고 양도 많아서 스킨케어하기에 좋아요,0.0032
198,피부에 트러블도 잘안나고 수분감도 있어서 좋은 것 같아요,0.0036
199,순하고 향도 없고 가격대비 괜찮은거같아요!!!,0.0045
200,순하고 자극이없어서 막 사용하기 좋아요!!!!,0.0043
201,항상 사는 토너입니다.. ㅎㅎ 인생토너가 되었어요.,0.0036
202,수부지 피부에 매우적합하고 좋은것같아요ㅎㅎㅎㅎ,0.0039
203,일단 용량이 커서 좋구요..~ 냄새도 없어서 쓰기는 좋아요.,0.0035
204,"이거쓴뒤로 피부가 부드러워졌습니댜
 좋은제품감사합니다",0.0031
205,닦토 정착 못해서 이거저거 써봤는데 막 좋다는 아니고 무난한 수준입니다,0.0041
206,"가격대비 용량이 최고 계속 쓰고 있어요
 부담없이 쓰기 딱이네요",0.0036
207,"촉촉한타입이에요
 자극없고 순해요
 막쓰기 좋은 그런토너",0.0034
208,일단 순해서 좋고 짐승용랑라서 팍팍 쓸 수 있어 좋아요,0.0038
209,"닦토로 좋아요 피지들이 빠져나옵니다!
 완전 물 제형이구 무향이에요",0.0029
210,갠찮네요 추천받아서 썻는데 자극적이지 않고 즇아오,0.0032
211,피부에 자극없이 순하고 좋아서 사용하는 스킨입니다.,0.005
212,항상 토너가 먼저 떨어져서 대용량으로 구입해버렸어요!,0.0052
213,"자극없이 순하고 좋아요
 화장솜 사용하구잇어요
 깔끔하고 가벼운 느낌ㅇ에여",0.0043
214,순하고 부드럽게 닦이고 닦은 후 보습감이 좋아요.,0.0035
215,"자극없어요 
 보습력을 원했지만 많지는 않구요 
 세일할때 사서 짐승용량입니다",0.0041
216,"닦토로 좋아요 수분감은 좀 부족해서
 여름에 사용하기 좋은거같아요",0.0029
217,중학생 딸이 좋다고 사달래서 산거임. 순하다고 좋아함.,0.004
218,"순하고 좋아요 
 근데물토너라역시빨리쓰게되요 
 재구매의사잇어요",0.0043
219,아주좋은것도 모르겠고 나쁜것도 모르겠고 무난무난,0.0044
220,순하고 촉촉한 토너 원하시면 완전 완전 추천입니다!!,0.0034
221,화장솜에 묻혀서 스킨팩으로 쓰기도 하고 대용량이라 아주 만족입니다:),0.0035
222,대용량토너라서 아낌없이 토너팩하기 딱 좋아요!!!,0.0031
223,아직 안 써봤지만 유명한 제품이라 행사할 때 샀어요,0.0032
224,싼 가격에 대용량이라 너무 좋아요 무난하게 잘써요,0.005
225,순하고 좋아요. 독도마크라서 샀는데 유명한 이유가 있군요. 자극없이 순해요,0.0037
226,무난하게 대부분의 사람들이 다 사용할 수 있을 것 같아요,0.0043
227,"배송 진짜 빠르네요 저렴하게 잘 샀어요
 사용전이라서 사용감은 아직 모르겠어요",0.0043
228,그냥 순해요 그게다입니다! 지금 계절에 쓰기엔 건조해요,0.0033
229,전혀 민감하지 않고 용량이 커서 좋아요 ㅎㅎ 그리고 무엇보다 취지가 좋네요,0.004
230,무향에 가깝고 확실히 사용 후 덜 당겨서 좋아요,0.0034
231,벌써 3번째 구매 양 많고 부담 없이 쓰기 좋늠,0.0036
232,대뇽량이라 부담없이 쓰기 좋음 퍽퍽 쓰기 좋늠ㅎ,0.0048
233,자극이 없고 순해서 사계절 내내 쓰기 좋아요!,0.0039
